"","indicator.id","indicator.value","country.id","country.value","countryiso3code","date","value","unit","obs_status","decimal"
"199",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),V4,Post-demographic dividend,"PST","2018",NA,"","",0
"200",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),V4,Post-demographic dividend,"PST","2017",NA,"","",0
"201",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),V1,Pre-demographic dividend,"PRE","2021",NA,"","",0
"202",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),V1,Pre-demographic dividend,"PRE","2020",63.07903,"","",0
"203",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),V1,Pre-demographic dividend,"PRE","2019",62.55918,"","",0
"204",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),V1,Pre-demographic dividend,"PRE","2018",62.00147,"","",0
"205",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),V1,Pre-demographic dividend,"PRE","2017",62.92971,"","",0
"206",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),S1,Small states,"SST","2021",NA,"","",0
"207",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),S1,Small states,"SST","2020",87.10611,"","",0
"208",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),S1,Small states,"SST","2019",86.90550,"","",0
"209",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),S1,Small states,"SST","2018",86.69132,"","",0
"210",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),S1,Small states,"SST","2017",86.51476,"","",0
"211",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),8S,South Asia,"SAS","2021",NA,"","",0
"212",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),8S,South Asia,"SAS","2020",NA,"","",0
"213",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),8S,South Asia,"SAS","2019",NA,"","",0
"214",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),8S,South Asia,"SAS","2018",NA,"","",0
"215",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),8S,South Asia,"SAS","2017",NA,"","",0
"216",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),T5,South Asia (IDA & IBRD),"TSA","2021",NA,"","",0
"217",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),T5,South Asia (IDA & IBRD),"TSA","2020",73.65452,"","",0
"218",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),T5,South Asia (IDA & IBRD),"TSA","2019",72.95145,"","",0
"219",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),T5,South Asia (IDA & IBRD),"TSA","2018",72.24388,"","",0
"220",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),T5,South Asia (IDA & IBRD),"TSA","2017",71.69515,"","",0
"221",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ZG,Sub-Saharan Africa,"SSF","2021",NA,"","",0
"222",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ZG,Sub-Saharan Africa,"SSF","2020",65.85872,"","",0
"223",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ZG,Sub-Saharan Africa,"SSF","2019",65.46861,"","",0
"224",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ZG,Sub-Saharan Africa,"SSF","2018",65.03898,"","",0
"225",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ZG,Sub-Saharan Africa,"SSF","2017",64.51749,"","",0
"226",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ZF,Sub-Saharan Africa (excluding high income),"SSA","2021",NA,"","",0
"227",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ZF,Sub-Saharan Africa (excluding high income),"SSA","2020",65.81337,"","",0
"228",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ZF,Sub-Saharan Africa (excluding high income),"SSA","2019",65.42197,"","",0
"229",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ZF,Sub-Saharan Africa (excluding high income),"SSA","2018",64.99101,"","",0
"230",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),ZF,Sub-Saharan Africa (excluding high income),"SSA","2017",64.46804,"","",0
"231",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),T6,Sub-Saharan Africa (IDA & IBRD countries),"TSS","2021",NA,"","",0
"232",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),T6,Sub-Saharan Africa (IDA & IBRD countries),"TSS","2020",65.85872,"","",0
"233",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),T6,Sub-Saharan Africa (IDA & IBRD countries),"TSS","2019",65.46861,"","",0
"234",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),T6,Sub-Saharan Africa (IDA & IBRD countries),"TSS","2018",65.03898,"","",0
"235",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),T6,Sub-Saharan Africa (IDA & IBRD countries),"TSS","2017",64.51749,"","",0
"236",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),XT,Upper middle income,"","2021",NA,"","",0
"237",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),XT,Upper middle income,"","2020",95.79682,"","",0
"238",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),XT,Upper middle income,"","2019",95.64834,"","",0
"239",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),XT,Upper middle income,"","2018",95.45145,"","",0
"240",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),XT,Upper middle income,"","2017",95.67085,"","",0
"241",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),1W,World,"WLD","2021",NA,"","",0
"242",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),1W,World,"WLD","2020",86.68221,"","",0
"243",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),1W,World,"WLD","2019",86.47830,"","",0
"244",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),1W,World,"WLD","2018",86.24694,"","",0
"245",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),1W,World,"WLD","2017",86.22016,"","",0
"246",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AF,Afghanistan,"AFG","2021",37.26604,"","",0
"247",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AF,Afghanistan,"AFG","2020",NA,"","",0
"248",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AF,Afghanistan,"AFG","2019",NA,"","",0
"249",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AF,Afghanistan,"AFG","2018",NA,"","",0
"250",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AF,Afghanistan,"AFG","2017",NA,"","",0
"251",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AL,Albania,"ALB","2021",NA,"","",0
"252",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AL,Albania,"ALB","2020",NA,"","",0
"253",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AL,Albania,"ALB","2019",NA,"","",0
"254",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AL,Albania,"ALB","2018",98.14115,"","",0
"255",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AL,Albania,"ALB","2017",NA,"","",0
"256",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),DZ,Algeria,"DZA","2021",NA,"","",0
"257",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),DZ,Algeria,"DZA","2020",NA,"","",0
"258",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),DZ,Algeria,"DZA","2019",NA,"","",0
"259",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),DZ,Algeria,"DZA","2018",81.40784,"","",0
"260",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),DZ,Algeria,"DZA","2017",NA,"","",0
"261",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AS,American Samoa,"ASM","2021",NA,"","",0
"262",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AS,American Samoa,"ASM","2020",NA,"","",0
"263",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AS,American Samoa,"ASM","2019",NA,"","",0
"264",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AS,American Samoa,"ASM","2018",NA,"","",0
"265",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AS,American Samoa,"ASM","2017",NA,"","",0
"266",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AD,Andorra,"AND","2021",NA,"","",0
"267",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AD,Andorra,"AND","2020",NA,"","",0
"268",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AD,Andorra,"AND","2019",NA,"","",0
"269",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AD,Andorra,"AND","2018",NA,"","",0
"270",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AD,Andorra,"AND","2017",NA,"","",0
"271",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AO,Angola,"AGO","2021",NA,"","",0
"272",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AO,Angola,"AGO","2020",NA,"","",0
"273",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AO,Angola,"AGO","2019",NA,"","",0
"274",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AO,Angola,"AGO","2018",NA,"","",0
"275",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AO,Angola,"AGO","2017",NA,"","",0
"276",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AG,Antigua and Barbuda,"ATG","2021",NA,"","",0
"277",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AG,Antigua and Barbuda,"ATG","2020",NA,"","",0
"278",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AG,Antigua and Barbuda,"ATG","2019",NA,"","",0
"279",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AG,Antigua and Barbuda,"ATG","2018",NA,"","",0
"280",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AG,Antigua and Barbuda,"ATG","2017",NA,"","",0
"281",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AR,Argentina,"ARG","2021",NA,"","",0
"282",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AR,Argentina,"ARG","2020",NA,"","",0
"283",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AR,Argentina,"ARG","2019",NA,"","",0
"284",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AR,Argentina,"ARG","2018",99.00387,"","",0
"285",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AR,Argentina,"ARG","2017",NA,"","",0
"286",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AM,Armenia,"ARM","2021",NA,"","",0
"287",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AM,Armenia,"ARM","2020",99.78861,"","",0
"288",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AM,Armenia,"ARM","2019",NA,"","",0
"289",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AM,Armenia,"ARM","2018",NA,"","",0
"290",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AM,Armenia,"ARM","2017",99.73607,"","",0
"291",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AW,Aruba,"ABW","2021",NA,"","",0
"292",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AW,Aruba,"ABW","2020",NA,"","",0
"293",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AW,Aruba,"ABW","2019",NA,"","",0
"294",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AW,Aruba,"ABW","2018",97.80742,"","",0
"295",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AW,Aruba,"ABW","2017",NA,"","",0
"296",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AU,Australia,"AUS","2021",NA,"","",0
"297",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AU,Australia,"AUS","2020",NA,"","",0
"298",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AU,Australia,"AUS","2019",NA,"","",0
"299",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AU,Australia,"AUS","2018",NA,"","",0
"300",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AU,Australia,"AUS","2017",NA,"","",0
"301",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AT,Austria,"AUT","2021",NA,"","",0
"302",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AT,Austria,"AUT","2020",NA,"","",0
"303",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AT,Austria,"AUT","2019",NA,"","",0
"304",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AT,Austria,"AUT","2018",NA,"","",0
"305",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AT,Austria,"AUT","2017",NA,"","",0
"306",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AZ,Azerbaijan,"AZE","2021",NA,"","",0
"307",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AZ,Azerbaijan,"AZE","2020",NA,"","",0
"308",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AZ,Azerbaijan,"AZE","2019",99.79598,"","",0
"309",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AZ,Azerbaijan,"AZE","2018",NA,"","",0
"310",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),AZ,Azerbaijan,"AZE","2017",99.79123,"","",0
"311",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BS,Bahamas, The,"BHS","2021",NA,"","",0
"312",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BS,Bahamas, The,"BHS","2020",NA,"","",0
"313",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BS,Bahamas, The,"BHS","2019",NA,"","",0
"314",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BS,Bahamas, The,"BHS","2018",NA,"","",0
"315",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BS,Bahamas, The,"BHS","2017",NA,"","",0
"316",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BH,Bahrain,"BHR","2021",NA,"","",0
"317",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BH,Bahrain,"BHR","2020",NA,"","",0
"318",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BH,Bahrain,"BHR","2019",NA,"","",0
"319",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BH,Bahrain,"BHR","2018",NA,"","",0
"320",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BH,Bahrain,"BHR","2017",NA,"","",0
"321",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BD,Bangladesh,"BGD","2021",NA,"","",0
"322",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BD,Bangladesh,"BGD","2020",74.90890,"","",0
"323",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BD,Bangladesh,"BGD","2019",74.68446,"","",0
"324",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BD,Bangladesh,"BGD","2018",73.91220,"","",0
"325",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BD,Bangladesh,"BGD","2017",72.89297,"","",0
"326",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BB,Barbados,"BRB","2021",NA,"","",0
"327",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BB,Barbados,"BRB","2020",NA,"","",0
"328",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BB,Barbados,"BRB","2019",NA,"","",0
"329",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BB,Barbados,"BRB","2018",NA,"","",0
"330",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BB,Barbados,"BRB","2017",NA,"","",0
"331",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BY,Belarus,"BLR","2021",NA,"","",0
"332",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BY,Belarus,"BLR","2020",NA,"","",0
"333",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BY,Belarus,"BLR","2019",99.87400,"","",0
"334",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BY,Belarus,"BLR","2018",NA,"","",0
"335",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BY,Belarus,"BLR","2017",NA,"","",0
"336",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BE,Belgium,"BEL","2021",NA,"","",0
"337",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BE,Belgium,"BEL","2020",NA,"","",0
"338",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BE,Belgium,"BEL","2019",NA,"","",0
"339",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BE,Belgium,"BEL","2018",NA,"","",0
"340",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BE,Belgium,"BEL","2017",NA,"","",0
"341",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BZ,Belize,"BLZ","2021",NA,"","",0
"342",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BZ,Belize,"BLZ","2020",NA,"","",0
"343",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BZ,Belize,"BLZ","2019",NA,"","",0
"344",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BZ,Belize,"BLZ","2018",NA,"","",0
"345",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BZ,Belize,"BLZ","2017",NA,"","",0
"346",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BJ,Benin,"BEN","2021",NA,"","",0
"347",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BJ,Benin,"BEN","2020",NA,"","",0
"348",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BJ,Benin,"BEN","2019",NA,"","",0
"349",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BJ,Benin,"BEN","2018",42.36240,"","",0
"350",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BJ,Benin,"BEN","2017",NA,"","",0
"351",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BM,Bermuda,"BMU","2021",NA,"","",0
"352",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BM,Bermuda,"BMU","2020",NA,"","",0
"353",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BM,Bermuda,"BMU","2019",NA,"","",0
"354",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BM,Bermuda,"BMU","2018",NA,"","",0
"355",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BM,Bermuda,"BMU","2017",NA,"","",0
"356",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BT,Bhutan,"BTN","2021",NA,"","",0
"357",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BT,Bhutan,"BTN","2020",NA,"","",0
"358",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BT,Bhutan,"BTN","2019",NA,"","",0
"359",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BT,Bhutan,"BTN","2018",NA,"","",0
"360",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BT,Bhutan,"BTN","2017",66.56115,"","",0
"361",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BO,Bolivia,"BOL","2021",NA,"","",0
"362",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BO,Bolivia,"BOL","2020",93.85256,"","",0
"363",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BO,Bolivia,"BOL","2019",NA,"","",0
"364",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BO,Bolivia,"BOL","2018",NA,"","",0
"365",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BO,Bolivia,"BOL","2017",NA,"","",0
"366",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BA,Bosnia and Herzegovina,"BIH","2021",NA,"","",0
"367",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BA,Bosnia and Herzegovina,"BIH","2020",NA,"","",0
"368",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BA,Bosnia and Herzegovina,"BIH","2019",NA,"","",0
"369",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BA,Bosnia and Herzegovina,"BIH","2018",NA,"","",0
"370",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BA,Bosnia and Herzegovina,"BIH","2017",NA,"","",0
"371",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BW,Botswana,"BWA","2021",NA,"","",0
"372",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BW,Botswana,"BWA","2020",NA,"","",0
"373",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BW,Botswana,"BWA","2019",NA,"","",0
"374",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BW,Botswana,"BWA","2018",NA,"","",0
"375",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BW,Botswana,"BWA","2017",NA,"","",0
"376",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BR,Brazil,"BRA","2021",NA,"","",0
"377",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BR,Brazil,"BRA","2020",NA,"","",0
"378",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BR,Brazil,"BRA","2019",NA,"","",0
"379",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BR,Brazil,"BRA","2018",93.22750,"","",0
"380",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BR,Brazil,"BRA","2017",93.07582,"","",0
"381",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),VG,British Virgin Islands,"VGB","2021",NA,"","",0
"382",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),VG,British Virgin Islands,"VGB","2020",NA,"","",0
"383",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),VG,British Virgin Islands,"VGB","2019",NA,"","",0
"384",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),VG,British Virgin Islands,"VGB","2018",NA,"","",0
"385",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),VG,British Virgin Islands,"VGB","2017",NA,"","",0
"386",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BN,Brunei Darussalam,"BRN","2021",NA,"","",0
"387",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BN,Brunei Darussalam,"BRN","2020",NA,"","",0
"388",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BN,Brunei Darussalam,"BRN","2019",NA,"","",0
"389",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BN,Brunei Darussalam,"BRN","2018",97.21411,"","",0
"390",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BN,Brunei Darussalam,"BRN","2017",NA,"","",0
"391",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BG,Bulgaria,"BGR","2021",NA,"","",0
"392",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BG,Bulgaria,"BGR","2020",NA,"","",0
"393",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BG,Bulgaria,"BGR","2019",NA,"","",0
"394",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BG,Bulgaria,"BGR","2018",NA,"","",0
"395",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BG,Bulgaria,"BGR","2017",NA,"","",0
"396",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BF,Burkina Faso,"BFA","2021",NA,"","",0
"397",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BF,Burkina Faso,"BFA","2020",NA,"","",0
"398",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BF,Burkina Faso,"BFA","2019",NA,"","",0
"399",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BF,Burkina Faso,"BFA","2018",39.34585,"","",0
"400",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BF,Burkina Faso,"BFA","2017",NA,"","",0
"401",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BI,Burundi,"BDI","2021",NA,"","",0
"402",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BI,Burundi,"BDI","2020",NA,"","",0
"403",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BI,Burundi,"BDI","2019",NA,"","",0
"404",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BI,Burundi,"BDI","2018",NA,"","",0
"405",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),BI,Burundi,"BDI","2017",68.37533,"","",0
"406",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CV,Cabo Verde,"CPV","2021",NA,"","",0
"407",SE.ADT.LITR.ZS,Literacy rate, adult total (% of people ages 15 and above),CV,Cabo Verde,"CPV","2020",NA,"","",0
